id,title,date,location,establishment_type,casualties,property_loss,cause,description,control_extinguishment,suppression_mitigation,evacuation_rescue,source_type,hazard_category
98,"Amudan Chemicals Pvt Ltd, MIDC Phase 2 — Dombivli",23 May 2024,"Dombivli, Thane district, Maharashtra",Industrial,13 killed | 64 injured,Not documented in this source,"Amudan Chemicals Pvt Ltd, MIDC Phase 2 - boiler/reactor explosion followed by fire and secondary blasts of stored chemicals; inadequate precautions","Amudan Chemicals Pvt Ltd, MIDC Phase 2 - boiler/reactor explosion followed by fire and secondary blasts of stored chemicals; inadequate precautions",Eight fire engines were dispatched following a formal brigade call; teams from the Thane Municipal Corporation's Regional Disaster Management Cell and 13 personnel from the Thane Disaster Response Force (TDRF) joined the firefighting effort. Firemen used continuous water sprinkling inside the chemical factory area over an extended period to fully contain the fire following the initial blast.,"Four boilers (later clarified by the Labour Minister to have actually been a reactor, not a boiler) exploded in a chain, with the blast so severe it shattered windows in residential buildings and damaged neighboring factories, showing containment/buffer-zone planning around chemical reactor units was inadequate for a chain-explosion scenario. An expert team from Delhi was called in specifically to determine the exact technical cause given uncertainty even among local officials about whether it was a boiler or reactor failure.","Workers in FOUR SEPARATE neighboring factories were injured by the blast's shockwave and shrapnel despite not working at the source facility — meaning the incident's danger radius extended well beyond the originating plant's boundary. Eight people trapped on the premises were specifically rescued during the response, indicating some workers were unable to self-evacuate before or during the explosion sequence.",domestic_india_nissmat,structural_fire
99,Hotel Pal (fire spread to adjacent Hotel Amit) near Patna Junction — Patna,25 Apr 2024,"Patna, Bihar",Hotel,6 killed | 15 injured,Not documented in this source,"Hotel Pal (fire spread to adjacent Hotel Amit) near Patna Junction - fire started in hotel kitchen, spark during cooking, intensified by LPG cylinder blasts","Hotel Pal (fire spread to adjacent Hotel Amit) near Patna Junction - fire started in hotel kitchen, spark during cooking, intensified by LPG cylinder blasts","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.",domestic_india_nissmat,structural_fire
100,Fireworks factory Kundayiruppu village — Vembakottai,17 Feb 2024,"Vembakottai, Virudhunagar district, Tamil Nadu",Industrial,10 killed,Not documented in this source,Fireworks factory Kundayiruppu village - explosion in chemical mixing room; attributed to friction during mixing/handling,Fireworks factory Kundayiruppu village - explosion in chemical mixing room; attributed to friction during mixing/handling,"Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.",domestic_india_nissmat,structural_fire
101,Paint factory with attached chemical storage — Delhi,15 Feb 2024,"Delhi (Alipur), Delhi",Industrial,11 killed | 4 injured,Not documented in this source,"Paint factory with attached chemical storage - fire broke out on ground floor storing flammable chemicals, spread rapidly trapping workers; no licence or fire clearance","Paint factory with attached chemical storage - fire broke out on ground floor storing flammable chemicals, spread rapidly trapping workers; no licence or fire clearance","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.",domestic_india_nissmat,structural_fire
102,Firecracker manufacturing factory — Harda,6 Feb 2024,"Harda (Bairagarh village), Madhya Pradesh",Industrial,13 killed,Not documented in this source,Firecracker manufacturing factory - explosion; factory reportedly stockpiled explosives far beyond permitted limits,Firecracker manufacturing factory - explosion; factory reportedly stockpiled explosives far beyond permitted limits,"Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.",domestic_india_nissmat,structural_fire
103,Two fireworks manufacturing units — Virudhunagar district,17 Oct 2023,"Virudhunagar district (Rangapalayam and Kichanaickenpatti villages), Tamil Nadu",Industrial,14 killed | 2 injured,Not documented in this source,"Two fireworks manufacturing units - spark from crackers being tested landed on crackers being packed in adjoining area, triggering blast","Two fireworks manufacturing units - spark from crackers being tested landed on crackers being packed in adjoining area, triggering blast","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.",domestic_india_nissmat,structural_fire
104,"Jay Bhavani building, seven-storey SRA residential building near Azad Maidan — Mumbai",6 Oct 2023,"Mumbai (Goregaon West), Maharashtra",Residential,7 killed | 40 injured,Not documented in this source,"Jay Bhavani building, seven-storey SRA residential building near Azad Maidan - fire broke out around 3am in ground-floor shops/scrap material and parked vehicles","Jay Bhavani building, seven-storey SRA residential building near Azad Maidan - fire broke out around 3am in ground-floor shops/scrap material and parked vehicles","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.",domestic_india_nissmat,structural_fire
105,Firecracker storage godown; blast also destroyed adjoining houses and shops — Krishnagiri,29 Jul 2023,"Krishnagiri (Palayapettai), Tamil Nadu",Commercial,9 killed | 11 injured,Not documented in this source,Firecracker storage godown; blast also destroyed adjoining houses and shops - under investigation,Firecracker storage godown; blast also destroyed adjoining houses and shops - under investigation,"Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.",domestic_india_nissmat,structural_fire
106,Private sleeper bus (Vidarbha Travels) caught fire on expressway — Buldhana,1 Jul 2023,"Buldhana (near Sindkhed Raja, Samruddhi Mahamarg expressway), Maharashtra",Transport,25 killed | 8 injured,Not documented in this source,"Private sleeper bus (Vidarbha Travels) caught fire on expressway - bus hit pole/divider after driver lost control, diesel tank caught fire","Private sleeper bus (Vidarbha Travels) caught fire on expressway - bus hit pole/divider after driver lost control, diesel tank caught fire","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.",domestic_india_nissmat,structural_fire
107,Multi-storey building housing coaching centres (~200-250 students) — Delhi,15 Jun 2023,"Delhi (Mukherjee Nagar), Delhi",Educational,0 killed | 61 injured,Not documented in this source,Multi-storey building housing coaching centres (~200-250 students) - fire in electric meters installed on ground floor; students escaped by climbing down ropes/wires,Multi-storey building housing coaching centres (~200-250 students) - fire in electric meters installed on ground floor; students escaped by climbing down ropes/wires,"Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.",domestic_india_nissmat,structural_fire
108,Satpura Bhawan state government office complex — Bhopal,12 Jun 2023,"Bhopal, Madhya Pradesh",Other,0 killed,Not documented in this source,Satpura Bhawan state government office complex - short circuit in air-conditioning unit on third floor; fire spread to sixth floor,Satpura Bhawan state government office complex - short circuit in air-conditioning unit on third floor; fire spread to sixth floor,"Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.",domestic_india_nissmat,structural_fire
109,"Illegal firecracker factory run from residential building, Khadikul village — Egra",16 May 2023,"Egra (Purba Medinipur district), West Bengal",Industrial,12 killed,Not documented in this source,"Illegal firecracker factory run from residential building, Khadikul village - explosion at illegal manufacturing unit; building collapsed","Illegal firecracker factory run from residential building, Khadikul village - explosion at illegal manufacturing unit; building collapsed","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.",domestic_india_nissmat,structural_fire
110,Durga Puja pandal fire during Saptami celebrations — Narthuwa village,2 Oct 2022,"Narthuwa village, Aurai, Bhadohi district, Uttar Pradesh",Religious,17 killed | 68 injured,Not documented in this source,Durga Puja pandal fire during Saptami celebrations - overheated halogen light ignited decorative synthetic/polythene sheeting of pandal,Durga Puja pandal fire during Saptami celebrations - overheated halogen light ignited decorative synthetic/polythene sheeting of pandal,"Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.",domestic_india_nissmat,structural_fire
111,"Hotel Levana Suites, Madan Mohan Malviya Marg — Lucknow",5 Sep 2022,"Lucknow (Hazratganj), Uttar Pradesh",Hotel,4 killed | 10 injured,Not documented in this source,"Hotel Levana Suites, Madan Mohan Malviya Marg - suspected short circuit; state probe cited negligence, held fire NOC despite lacking fire escape systems","Hotel Levana Suites, Madan Mohan Malviya Marg - suspected short circuit; state probe cited negligence, held fire NOC despite lacking fire escape systems","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.",domestic_india_nissmat,structural_fire
112,Ruhi Industries factory unit (licensed for electronic goods) — Hapur,4 Jun 2022,"Hapur (Dhaulana area), Uttar Pradesh",Industrial,13 killed | 20 injured,Not documented in this source,Ruhi Industries factory unit (licensed for electronic goods) - explosion; police suspected illegal manufacture of crackers/toy-gun pellets - gunpowder found,Ruhi Industries factory unit (licensed for electronic goods) - explosion; police suspected illegal manufacture of crackers/toy-gun pellets - gunpowder found,"Emergency responders and police reached the site after the explosion; the scale of destruction and multiple hospital transfers (Delhi, Noida, Ghaziabad, Meerut) indicates a wide search for adequate burn-treatment capacity beyond what any single local hospital could handle.","Police initially believed it was a boiler explosion, but on-site investigation found no boiler had burst — instead, gunpowder used for manufacturing toy-gun firecracker pellets was suspected, alongside plastic pallets recovered from the site. The factory held a licence only for manufacturing electronic goods, not explosive/pyrotechnic materials — meaning the facility was operating as an undisclosed illegal explosives operation disguised as a legitimate electronics business, a mitigation-relevant red flag: licensing mismatches between a facility's stated business and its actual on-site materials are a leading indicator worth proactive inspection.","33 workers were present at the time; injured were dispersed across hospitals in four different cities for treatment, suggesting local medical capacity was quickly overwhelmed. Most victims were migrant workers from other states (Uttar Pradesh's Shahjahanpur and Bihar) who were reportedly living in shanties in Hapur — highlighting that migrant industrial workforces are frequently housed in informal, under-inspected settings near hazardous worksites with no organized evacuation planning for either the workplace or the workers' residences.",domestic_india_nissmat,structural_fire
113,Scrap godown at Bhoiguda; migrant workers sleeping on first floor — Secunderabad,23 Mar 2022,"Secunderabad (Bhoiguda), Hyderabad, Telangana",Commercial,11 killed,Not documented in this source,Scrap godown at Bhoiguda; migrant workers sleeping on first floor - alleged electrical short circuit; most victims died of asphyxiation,Scrap godown at Bhoiguda; migrant workers sleeping on first floor - alleged electrical short circuit; most victims died of asphyxiation,"Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.",domestic_india_nissmat,structural_fire
114,"Village houses in Bogtui, ~10 houses set ablaze — Bogtui village",21 Mar 2022,"Bogtui village, Rampurhat, Birbhum district, West Bengal",Residential,9 killed,Not documented in this source,"Village houses in Bogtui, ~10 houses set ablaze - arson, petrol bombs in revenge attack following murder of local TMC leader","Village houses in Bogtui, ~10 houses set ablaze - arson, petrol bombs in revenge attack following murder of local TMC leader","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.",domestic_india_nissmat,structural_fire
115,"Kamala Building, 20-storey residential high-rise near Bhatia Hospital, fire on 18th floor — Mumbai",22 Jan 2022,"Mumbai (Tardeo), Maharashtra",Residential,7 killed | 19 injured,Not documented in this source,"Kamala Building, 20-storey residential high-rise near Bhatia Hospital, fire on 18th floor - short circuit in AC unit in one apartment","Kamala Building, 20-storey residential high-rise near Bhatia Hospital, fire on 18th floor - short circuit in AC unit in one apartment","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.",domestic_india_nissmat,structural_fire
116,"Special Newborn Care Unit, Kamla Nehru Children's Hospital — Bhopal",8 Nov 2021,"Bhopal, Madhya Pradesh",Hospital,4 killed,Not documented in this source,"Special Newborn Care Unit, Kamla Nehru Children's Hospital - probably short circuit per state minister","Special Newborn Care Unit, Kamla Nehru Children's Hospital - probably short circuit per state minister","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.",domestic_india_nissmat,structural_fire
117,ICU of district civil hospital (government COVID-19 facility) — Ahmednagar,6 Nov 2021,"Ahmednagar, Maharashtra",Hospital,11 killed,Not documented in this source,ICU of district civil hospital (government COVID-19 facility) - suspected short circuit; fire audit done but safety systems not installed,ICU of district civil hospital (government COVID-19 facility) - suspected short circuit; fire audit done but safety systems not installed,"Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.",domestic_india_nissmat,structural_fire
118,COVID-19 ward of Patel Welfare Hospital (four-storeyed private hospital) — Bharuch,1 May 2021,"Bharuch, Gujarat",Hospital,18 killed,Not documented in this source,COVID-19 ward of Patel Welfare Hospital (four-storeyed private hospital) - cause yet to be ascertained,COVID-19 ward of Patel Welfare Hospital (four-storeyed private hospital) - cause yet to be ascertained,"Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.",domestic_india_nissmat,structural_fire
119,"Prime Criticare Hospital, private COVID-19 hospital — Mumbra",28 Apr 2021,"Mumbra (Kausa), Thane, Maharashtra",Hospital,4 killed,Not documented in this source,"Prime Criticare Hospital, private COVID-19 hospital - fire reportedly began in meter room; functioning without fire NOC despite notice","Prime Criticare Hospital, private COVID-19 hospital - fire reportedly began in meter room; functioning without fire NOC despite notice","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.",domestic_india_nissmat,structural_fire
120,ICU of Vijay Vallabh Hospital (COVID-19 hospital) — Virar,23 Apr 2021,"Virar, Palghar district, Maharashtra",Hospital,15 killed,Not documented in this source,ICU of Vijay Vallabh Hospital (COVID-19 hospital) - blast in air-conditioning unit of ICU; AC had been under repair,ICU of Vijay Vallabh Hospital (COVID-19 hospital) - blast in air-conditioning unit of ICU; AC had been under repair,"Teams of the Vasai Virar City Municipal Corporation (VVCMC) fire department responded and extinguished the fire by approximately 5:50 am, roughly 2.5 hours after it broke out at 3:13 am.","A hospital staffer revealed the AC system had already been malfunctioning and under active repair since the previous afternoon — meaning known, pre-existing equipment failure was left in service overnight in an occupied ICU rather than being isolated/shut down until fully repaired. This is a directly preventable mitigation failure: a known-faulty electrical system serving a life-critical ward should be de-energized, not run while 'repair work' is ongoing, especially overnight when staffing and response are thinnest.","Of 90 total patients (18 in the ICU itself), 21 patients including those in critical condition were evacuated and shifted to other hospitals; 5 survivors from the ICU specifically were also relocated. The fact that COVID-19 patients — many on oxygen support or ventilators — required physical relocation mid-fire to other facilities highlights that ICU/critical-care fire evacuation is fundamentally different from general evacuation: patients cannot self-evacuate and require simultaneous equipment (oxygen, monitors) transfer, not just physical movement.",domestic_india_nissmat,structural_fire
121,"Well Treat Hospital, COVID-19 hospital — Nagpur",9 Apr 2021,"Nagpur (Wadi), Maharashtra",Hospital,4 killed,Not documented in this source,"Well Treat Hospital, COVID-19 hospital - fire reportedly started from AC unit of second-floor ICU","Well Treat Hospital, COVID-19 hospital - fire reportedly started from AC unit of second-floor ICU","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.",domestic_india_nissmat,structural_fire
122,"Sunrise Hospital, COVID-19 facility inside Dreams Mall — Mumbai",26 Mar 2021,"Mumbai (Bhandup West), Maharashtra",Hospital,11 killed,Not documented in this source,"Sunrise Hospital, COVID-19 facility inside Dreams Mall - cause yet to be ascertained; fire safety lapses confirmed at hospital and mall","Sunrise Hospital, COVID-19 facility inside Dreams Mall - cause yet to be ascertained; fire safety lapses confirmed at hospital and mall","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.",domestic_india_nissmat,structural_fire
123,"New Koilaghat building (Eastern Railway offices), Strand Road, fire on 13th floor — Kolkata",8 Mar 2021,"Kolkata, West Bengal",Commercial,9 killed,Not documented in this source,"New Koilaghat building (Eastern Railway offices), Strand Road, fire on 13th floor - cause under railway probe","New Koilaghat building (Eastern Railway offices), Strand Road, fire on 13th floor - cause under railway probe","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.",domestic_india_nissmat,structural_fire
124,Firecracker factory licensed to manufacture fancy crackers — Sattur,12 Feb 2021,"Sattur (Achankulam village), Virudhunagar district, Tamil Nadu",Industrial,19 killed | 30 injured,Not documented in this source,Firecracker factory licensed to manufacture fancy crackers - explosion around 1pm,Firecracker factory licensed to manufacture fancy crackers - explosion around 1pm,"Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.",domestic_india_nissmat,structural_fire
125,Under-construction building at Serum Institute of India's Manjri campus — Pune,21 Jan 2021,"Pune, Maharashtra",Industrial,5 killed,Not documented in this source,Under-construction building at Serum Institute of India's Manjri campus - welding work suspected,Under-construction building at Serum Institute of India's Manjri campus - welding work suspected,"10 fire tenders were rushed to the site immediately, and a National Disaster Response Force (NDRF) team was also deployed. Of the workers trapped when the fire broke out, most were rescued — reports indicate 3 of 4 initially trapped were pulled out quickly, and a total of 6-9 people were evacuated/rescued by fire department and NDRF personnel before 5 bodies were later recovered from the fifth floor once the blaze was brought fully under control.","The fire started on the fourth-to-fifth floor of an under-construction building where a contractor's crew (Suvidha Engineers) was carrying out air-conditioning installation and welding work. Flammable insulation material had been stored near the active welding site — hot-work (welding/cutting) near combustible insulation on an active construction site is a well-known, specifically preventable ignition pattern, requiring a documented hot-work permit process with fire-watch personnel and material clearance as standard mitigation, which was evidently not enforced here.","All five fatalities were contract workers (from a construction sub-contractor, not the pharmaceutical company itself) who were on the upper floors near the ignition point when the fire started; several other workers were evacuated successfully from the same building before smoke/heat cut off the upper floors. This illustrates a recurring industrial-site pattern: contract/sub-contractor workers doing hot-work or finishing work on upper floors of a still-under-construction building are often the last to be accounted for and evacuated, since they are not part of the main facility's regular headcount or fire-drill procedures.",domestic_india_nissmat,structural_fire
126,"Uday Shivanand Hospital, Mavdi area (COVID-19 hospital, fire in ICU around 1am) — Rajkot",27 Nov 2020,"Rajkot, Gujarat",Hospital,5 killed,Not documented in this source,"Uday Shivanand Hospital, Mavdi area (COVID-19 hospital, fire in ICU around 1am) - possible short circuit suggested by chief fire officer","Uday Shivanand Hospital, Mavdi area (COVID-19 hospital, fire in ICU around 1am) - possible short circuit suggested by chief fire officer","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.",domestic_india_nissmat,structural_fire
127,City Centre Mall level-5 blaze burned over a day; ~3500 residents evacuated — Mumbai,22 Oct 2020,"Mumbai (Nagpada, Mumbai Central), Maharashtra",Commercial,0 killed | 2 injured,Not documented in this source,City Centre Mall level-5 blaze burned over a day; ~3500 residents evacuated - believed started from short circuit in a shop,City Centre Mall level-5 blaze burned over a day; ~3500 residents evacuated - believed started from short circuit in a shop,"Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.",domestic_india_nissmat,structural_fire
128,Srisailam Left Bank underground hydroelectric power station (900 MW) — Srisailam,20 Aug 2020,"Srisailam, Nagarkurnool district, Telangana",Industrial,9 killed,Not documented in this source,"Srisailam Left Bank underground hydroelectric power station (900 MW) - fire in control panels of Unit 1 late at night, short circuit suspected","Srisailam Left Bank underground hydroelectric power station (900 MW) - fire in control panels of Unit 1 late at night, short circuit suspected","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.",domestic_india_nissmat,structural_fire
129,"Hotel Swarna Palace, used as COVID-19 care centre by Ramesh Hospitals — Vijayawada",9 Aug 2020,"Vijayawada, Andhra Pradesh",Hospital,10 killed | 22 injured,Not documented in this source,"Hotel Swarna Palace, used as COVID-19 care centre by Ramesh Hospitals - electrical short circuit; facility violated fire safety norms","Hotel Swarna Palace, used as COVID-19 care centre by Ramesh Hospitals - electrical short circuit; facility violated fire safety norms","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.",domestic_india_nissmat,structural_fire
130,"Shrey Hospital, Navrangpura (50-bed COVID-19 hospital, fire in ICU) — Ahmedabad",6 Aug 2020,"Ahmedabad, Gujarat",Hospital,8 killed | 1 injured,Not documented in this source,"Shrey Hospital, Navrangpura (50-bed COVID-19 hospital, fire in ICU) - prima facie short circuit; operating without mandatory fire NOC","Shrey Hospital, Navrangpura (50-bed COVID-19 hospital, fire in ICU) - prima facie short circuit; operating without mandatory fire NOC","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.",domestic_india_nissmat,structural_fire
